label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
2	557 kg	0.4918	fish	Fabrice	0.5018	0.774	856	280	688 m^2	Fabrice	955	chicken, fish, reptile	18	0.2948	running
1	279 kg	0.929	guinea pig	Chris	0.4288	0.0599	-93	448	185 m^2	Michael	288	rabbit	847	0.8233	motor sports
2	485 kg	-0.1419	chicken	Fabrice, Lise	0.7201	0.9225	969	-82	424 m^2	Fabrice	?	fish, dog	284	?	track & field, ice hockey
1	190 kg	0.6121	pig	Chris	0.6317	-0.1599	153	434	282 m^2	Michael	293	rat	1023	0.4684	motor sports
2		0.1203	hamster	Sam	0.886	1.0351	856	-159	726 m^2	Fabrice	998	fish	243	0.6049	running
0	427 kg	0.5737	reptile	Andrew, Vani	0.332	0.5841	230	133	1209 m^2	Inan	565	fish	475	-0.0166	badminton
0	397 kg	0.7145	hamster	Andrew, Vani	0.5851	0.4229	493	17	958 m^2	Reilly	804	pig, guinea pig	364	-0.2294	badminton
1	304 kg	0.7246	cat	Chris	0.878	-0.0756	278	96	-140 m^2	Michael	433	rat	1148	0.202	motor sports
3	646 kg	0.8061	bird	Michael	-0.0695	0.0951	505	693	133 m^2	Eriq	257	rabbit	624	0.809	tennis, golf
1	143 kg	0.7071	pig	Chris	0.5132	0.0527	-184	274	133 m^2	Michael	616	rat	906	0.1686	motor sports
4	760 kg	0.2407	ferret	Tony	0.6235	0.422	132	1046	612 m^2	Reilly	-230	ferret	577	1.0112	track & field
3	1000 kg	N/A	rabbit	Michael	0.0249	0.506	344	702	385 m^2	Inan	438	rabbit	557	0.8702	volleyball
4	457 kg	0.3325	RAT	Eriq	0.9262	0.7797	581	1095	386 m^2	VANI	296	bird	684	0.7874	football
3	1268 kg	0.8186	bird	Inan	0.1626	-0.1896	626	911	206 m^2	Tony	234	?	469	0.5423	golf, volleyball
0	312 kg	0.4601	cat	Andrew, Reilly	0.4728	0.3836	179	327	1266 m^2	Inan	508	pig, guinea pig, bird, cat	N/A	0.0359	baseball, badminton
3	1146 kg	0.7329	bird	Inan	NULL	0.2483	723	1064	54 m^2	Eriq	174	rabbit	569	1.2076	volleyball, tennis
4	632 kg	0.3846	dog	Reilly, Andrew	0.5904	0.1	350	1189	361 m^2	Andrew	-55	ferret	526	1.0787	track & field
0	262 kg	0.0379	hamster	Vani	0.178	0.3087	267	177	1253 m^2	Michael	836	pig, hamster	317	0.0487	basketball
1	451 kg	0.6685	guinea pig	Chris	0.7775	-0.063	0	402	179 m^2	Sam	548	rat	860	1.0256	motor sports
2	342 kg	0.1494	fish	Sam	0.6146	1.1946	978	411	462 m^2	Tony	981	reptile	81	0.275	running
3	1234 kg	0.7967	bird	Inan	-0.2968	0.1106	726	890	-43 m^2	Eriq	17	rabbit	719	0.4945	tennis, golf
3	877 kg	0.9148	rabbit	Inan	-0.1317	0.3775	611	864	511 m^2	Eriq	-168	rabbit	573	0.7657	tennis, golf
0	24 kg	0.4917	cat	Fabrice	0.3744	0.4139	583	104	633 m^2	Inan	935	cat	354	0.1421	boxing
3	631 kg	0.7432	bird	michael	-0.0697	0.2834	871	945	316 m^2	Eriq	-170	RABBIT	785	0.9016	volleyball, tennis
3	850 kg	0.5571	rabbit	Michael	0.1005	0.2984	661	675	294 m^2	NULL	-302	rabbit	492	0.6633	tennis
4	1027 kg	0.1868	dog	Eriq	1.1486	0.1681	675	1232	788 m^2	Andrew	-13	ferret	475	0.953	ice hockey
3	619 kg	1.0791	fish	Michael	0.0191	0.0468	828	1008	449 m^2	Eriq	443	rabbit	600	0.6653	golf
4	497 kg	0.2213	ferret	Tony	0.899	0.8105	498	913	345 m^2	Reilly	194	ferret	340	0.8232	football, ice hockey
4	940 kg	0.1266	dog	Tony	0.7784	0.6643	433	972	684 m^2	Reilly	330	ferret	632	1.3659	track & field, ice hockey
2	768 kg	-0.0272	Fish	Fabrice	0.7092	0.7383	734	426	868 m^2	CHRIS	941	reptile, dog, fish	37	0.2172	basketball
4	627 kg	0.3066	dog	Tony	0.5652	0.7717	298	707	811 m^2	Andrew	319	cat, pig	559	0.8397	TRACK & FIELD, ICE HOCKEY
3	827 kg	0.9603	bird	Michael	-0.3202	0.0495	672	854	301 m^2	Eriq	-155	rabbit	468	1.0463	volleyball, tennis
4	930 kg	0.2102	dog	Tony	1.0999	0.8573	632	972	497 m^2	Vani	540	ferret	787	0.8604	ice hockey, football
4	214 kg	0.4954	dog	Tony	0.6059	0.79	495	1097	662 m^2	Andrew	-305	ferret	340	1.3405	ice hockey, track & field
1	190 kg	0.5127	guinea pig	Chris	0.6856	-0.1021	241	524	110 m^2	Michael	345	rat	1027	0.7225	motor sports
4	1038 kg	0.1023	rat	Tony	0.5792	0.584	717	1131	850 m^2	Andrew	255	ferret	642	0.8201	ice hockey, track & field
2	526 kg	0.267	fish	Fabrice	0.908	0.9345	759	214	853 m^2	None	991	dog	306	-0.0427	running
2	458 kg	0.2374	fish	Fabrice	0.7513	1.0719	1005	-113	696 m^2	Chris	881	reptile	-64	0.2095	basketball
4	820 kg	0.1151	dog	Eriq	0.5591	0.2179	621	930	675 m^2	Reilly	250	ferret	502	1.0034	track & field
1	45 kg	0.8131	pig	Chris	0.8417	-0.0602	137	412	76 m^2	Sam	162	rat	899	0.2921	soccer
4	488 kg	0.0405	rat	Eriq	0.9366	0.3582	554	830	541 m^2	Vani	460	ferret	433	0.9042	ice hockey
4	613 kg	0.1054	rat	Reilly	0.811	0.7098	n/a	913	892 m^2	Vani	-202	ferret	741	0.829	football
4	731 kg	0.3944	dog	Tony	0.6951	0.4034	492	881	360 m^2	Reilly	251	ferret	404	0.8346	track & field
4	969 kg	0.2151	pig	Eriq	0.6862	0.4983	259	1370	603 m^2	Andrew	-61	ferret	682	0.6706	ice hockey
3	638 kg	0.8055	RABBIT	Inan	0.2826	0.4602	591	591	-144 m^2	Eriq	175	rabbit	628	0.9429	volleyball, tennis
0	4 kg	0.381	hamster	Vani, Andrew	0.2638	0.7805	231	-25	951 m^2	iNAN	1049	ferret	333	0.0339	boxing
2	724 kg	0.3404	fish	Fabrice	0.8563	1.1656	1012	425	626 m^2	Chris	963	dog, reptile	229	0.2052	Basketball
4	428 kg	0.2153	ferret	eRIQ	N/A	0.5901	412	695	646 m^2	Chris	626	ferret	586	0.866	football, track & field
0	305 kg	0.162	hamster	Reilly	0.2372	0.656	443	-258	1109 m^2	Eriq	852	guinea pig, hamster	237	0.0628	BADMINTON
1	427 kg	0.2518	guinea pig	Chris	0.487	0.2699	46	162	-4 m^2	Sam	178	chicken, reptile, fish	940	0.7506	soccer
4	696 kg	0.3336	ferret	Tony	0.64	0.5207	309	1025	542 m^2	Reilly	591	ferret	626	0.7571	track & field
4	651 kg	0.2684	dog	Tony	0.7149	0.6367	348	1013	N/A	Andrew	137	ferret	447	1.0655	track & field, ice hockey
3	747 kg	0.7983	rabbit	Inan	-0.3452	0.3571	759	1222	732 m^2	Eriq	-75	rabbit	730	0.8855	tennis
0	248 kg	0.5072	cat	Andrew	0.2456	0.4225	292	-199	1075 m^2	Inan	821	pig, cat, bird	179	-0.077	badminton, boxing
1	14 kg	0.7593	guinea pig	Chris	0.8948	0.3591	380	415	201 m^2	Michael	431	rat	790	0.7875	soccer
0	501 kg	0.5098	cat	Vani	0.603	0.3961	366	-32	713 m^2	Inan	1203	bird, guinea pig, hamster	141	-0.1386	badminton
3	944 kg	0.9708	bird	Inan	0.1141	0.1195	444	854	98 m^2	eRIQ	-62	rabbit	442	1.0079	golf, tennis
0	397 kg	0.3886	cat	Vani	0.6141	0.4853	309	-135	1161 m^2	Inan	1167	hamster, pig	463	0.0934	badminton
1	195 kg	0.6895	guinea pig	Chris	0.7632	-0.2423	7	215	341 m^2	Sam	784	rat	880	0.8898	motor sports
4	549 kg	0.2673	rabbit	Tony	0.7072	0.4234	426	1001	736 m^2	Vani	-152	ferret	287	0.8789	football, ice hockey
1	476 kg	0.6412	pig	Chris	1.0024	0.0575	9	331	476 m^2	Inan	335	rat	859	0.7044	motor sports
1	106 kg	0.8787	guinea pig	Chris	0.9299	0.0409	141	327	-91 m^2	Michael	717	rat	808	0.433	motor sports
0	173 kg	-0.0958	reptile	Andrew, Reilly	NULL	0.6571	289	31	1013 m^2	Inan	785	guinea pig, pig, hamster	198	0.0141	baseball, boxing
2	576 kg	0.1445	chicken	Lise	0.6513	0.954	902	234	582 m^2	Tony	929	rat	237	0.0998	golf
0	348 kg	0.4185	hamster	Reilly, Andrew	0.7733	0.5474	243	149	1022 m^2	Inan	453	guinea pig	403	0.2862	badminton, baseball
3	521 kg	0.7216	bird	Michael	0.0517	0.2147	542	831	429 m^2	Eriq	59	rabbit	565	0.7027	badminton, baseball
1	109 kg	0.7429	Guinea Pig	Chris	0.6648	0.1534	19	658	241 m^2	Sam	405	rat	731	0.7059	soccer
1	489 kg	0.5392	guinea pig	Tony	0.6649	-0.0333	205	706	449 m^2	Michael	397	rat	896	0.2352	soccer
2	548 kg	0.2028	chicken	Fabrice	0.2692	1.2367	1007	269	523 m^2	Chris	1009	chicken	-142	0.5117	running
4	549 kg	0.3317	rat	Tony	0.449	0.6898	500	874	844 m^2	Reilly	91	ferret	722	1.0302	track & field, football
4	938 kg	0.1992	dog	Reilly, Andrew	0.6007	0.577	522	830	1254 m^2	Andrew	363	rabbit	NULL	0.8702	boxing
4	878 kg	0.1212	dog	Eriq	0.6179	0.586	139	1403	429 m^2	Vani	531	ferret	637	0.7803	track & field, ice hockey
3	802 kg	0.9988	rat	Inan	-0.1911	0.1381	590	945	515 m^2	Eriq	33	rabbit	725	0.5191	running
2	681 kg	0.3843	chicken	Lise, Sam	0.8292	1.2449	567	190	726 m^2	Fabrice	950	rabbit	52	0.2516	basketball
3	1171 kg	0.7727	rabbit	Michael	0.0058	0.2328	516	815	534 m^2	Eriq	96	rabbit	601	0.906	golf, tennis
0	207 kg	?	reptile	Reilly	0.3156	0.3414	-28	-28	694 m^2	Inan	938	guinea pig	368	0.2073	boxing
4	368 kg	0.3539	ferret	Tony	0.4222	0.556	326	929	830 m^2	Reilly	457	ferret	627	1.0195	ice hockey, football
4	519 kg	-0.0435	rat	Andrew	0.6629	0.6569	894	1013	749 m^2	Andrew	162	reptile	554	0.8409	ice hockey
3	859 kg	1.0317	rabbit	Michael	0.3075	0.1642	923	793	19 m^2	Eriq	-66	rabbit	515	0.5775	tennis
3	788 kg	0.6566	rabbit	Michael	-0.1126	0.2843	650	805	636 m^2	eriq	-8	rat	475	0.3838	tennis
0	231 kg	0.4299	reptile	Reilly	0.2186	0.4947	453	46	525 m^2	Inan	469	bird	589	0.1738	baseball
0	387 kg	0.4885	hamster	Vani, Andrew	0.3865	0.6264	658	66	1412 m^2	Inan	711	hamster, guinea pig	374	-0.1158	baseball, boxing
1	178 kg	0.8472	guinea pig	Chris	0.7757	-0.1652	103	778	401 m^2	Sam	744	rat	881	0.7666	motor sports
0	-27 kg	0.3085	hamster	Andrew, Reilly	0.3319	0.3396	491	148	838 m^2	Inan	964	guinea pig, hamster, bird	198	-0.003	baseball
4	461 kg	0.4509	fish	Eriq	0.758	0.2578	489	1049	609 m^2	Reilly	315	ferret	555	0.8831	ice hockey
0	304 kg	0.6487	hamster	Andrew, Vani	0.4253	0.3939	239	31	549 m^2	Inan	808	reptile, chicken, dog	356	-0.1381	baseball, boxing
1	155 kg	0.653	guinea pig	Chris	0.9226	0.2382	9	458	215 m^2	Michael	271	RAT	752	0.4375	motor sports
1	51 kg	0.7835	guinea pig	Chris	0.6126	-0.2114	72	227	531 m^2	Sam	908	hamster, guinea pig, cat, pig	997	0.4761	soccer
1	240 kg	0.7948	guinea pig	Chris	0.8781	0.3689	333	374	169 m^2	Michael	504	rat	1035	0.6089	motor sports
2	358 kg	0.0961	chicken	Sam, Lise	0.6054	0.999	838	225	766 m^2	Fabrice	1206	chicken	-1	0.4643	running
4	854 kg	0.1234	rat	Eriq	0.9614	0.8852	887	1141	763 m^2	Andrew	321	ferret	450	1.0503	ice hockey, football
3	1061 kg	0.9511	rabbit	Inan	-0.0958	0.4946	936	596	414 m^2	Eriq	-118	rabbit	716	0.6951	TENNIS
2	552 kg	0.1406	fish	Fabrice, Sam		0.7622	1122	277	1190 m^2	Lise	835	fish	-190	0.2731	basketball
3	903 kg	1.0292	rabbit	Eriq	-0.2199	0.2976	800	973	271 m^2	Eriq	101	guinea pig, bird, pig	489	0.4772	golf, volleyball
0	358 kg	0.5284	reptile	Vani	0.2308	0.7364	325	123	1301 m^2	Inan	738	rat	315	-0.1162	boxing
1	31 kg	0.7053	pig	Chris	0.5388	-0.0097	166	374	339 m^2	Sam	585	rat	901	0.5472	soccer
1	204 kg	0.6531	pig	Chris	0.9651	0.2054	-36	695	367 m^2	Sam	571	rat	977	0.1962	SOCCER
4	712 kg	0.172	rat	Eriq	0.7185	0.4758	340	1101	955 m^2	Vani	100	ferret	477	None	ice hockey, track & field
4	1155 kg	0.3843	rat	Eriq	0.8586	0.5368	174	1001	675 m^2	Vani	-193	ferret	646	0.7694	golf
3	791 kg	1.0852	bird	Michael	0.188	0.1795	388	1116	-100 m^2	Eriq	341	rabbit	508	0.806	tennis
4	786 kg	0.1955	reptile	Tony	0.3418	0.5637	297	1311	820 m^2	Andrew	300	ferret	611	1.2728	ice hockey, track & field
4	834 kg	0.0319	ferret	Tony	0.4396	0.5214	445	1095	898 m^2	Vani	-63	ferret	624	0.9194	football, ice hockey
4	566 kg	0.2785	dog	Eriq	0.7595	0.7022	504	1089	822 m^2	Vani	316	ferret	278	0.8429	track & field, ice hockey
4	470 kg	-0.1051	rat	Tony	0.5121	0.6486	664	1119	236 m^2	Andrew	287	ferret	619	NULL	ice hockey
1	171 kg	0.7162	pig	Chris	0.7943	-0.0767	0	192	423 m^2	Eriq	394	rabbit	1043	0.4027	motor sports
0	469 kg	0.1485	reptile	Reilly, Vani	0.2378	0.1976	220	169	863 m^2	Inan	709	guinea pig, pig	321	-0.1146	baseball, badminton
3	960 kg	0.7546	bird	Michael	-0.0713	0.2973	752	872	-39 m^2	Eriq	113	rabbit	535	0.6884	tennis
1	579 kg	0.8104	guinea pig	Vani	0.868	-0.0442	340	350	7 m^2	Sam	387	rat	844	0.7495	motor sports
0	557 kg	0.5452	hamster	Vani	0.28	0.6904	463	31	997 m^2	Inan	918	guinea pig, cat, bird, pig	167	-0.0624	baseball
2	901 kg	-0.3787	chicken	Chris	0.9299	0.9547	1053	337	584 m^2	Lise	1001	dog	55	0.0894	basketball
1	178 kg	0.807	guinea pig	Chris	0.7084	0.1566	266	502	420 m^2	Sam	595	rat	733	0.5285	soccer
3	1389 kg	0.7858	reptile	Michael	0.3804	0.149	604	629	168 m^2	Eriq	-222	rabbit	562	0.4633	volleyball, golf
4	867 kg	0.2031	RAT	Tony	0.7652	0.6302	521	800	460 m^2	Vani	321	ferret	829	0.772	football
1	400 kg	0.9572	guinea pig	Chris	0.81	-0.37	-108	479	214 m^2	Sam	300	rat	769	0.7101	motor sports
2	397 kg	0.3705	chicken	Lise, Fabrice	0.7011	0.9591	882	460	604 m^2	Tony	1182	fish, chicken, reptile	61	0.2161	basketball
3	850 kg	1.0175	bird	MICHAEL	0.3545	0.196	594	679	72 m^2	Eriq	95	reptile, dog	426	0.8822	golf, volleyball
3	1199 kg	None	bird	Michael	0.3259	0.3186	863	1112	385 m^2	Eriq	48	rabbit	753	0.5188	golf, tennis
2	301 kg	0.0607	chicken	Lise	0.3203	0.8496	775	401	497 m^2	Fabrice	873	fish, reptile, chicken	107	-0.0302	running
1	105 kg	0.7533	guinea pig	Eriq	0.9956	-0.1346	-107	173	123 m^2	Inan	267	rabbit	1040	0.5488	soccer
2	784 kg	-0.0949	fish	Lise, Fabrice	0.4136	1.0678	1089	-114	815 m^2	Fabrice	889	chicken, reptile	-41	0.1905	running
3	989 kg	0.751	bird	Inan	-0.1564	0.2101	657	796	250 m^2	Eriq	-173	rabbit	501	1.0279	volleyball
4	565 kg	0.2771	dog	Eriq	N/A	0.8401	388	1201	982 m^2	Reilly	87	ferret	648	0.9395	ice hockey, track & field
2	537 kg	0.3025	chicken	Fabrice, Lise	0.5231	0.743	968	160	481 m^2	Tony	757	rat	-89	-0.0918	running
0	311 kg	0.2145	cat	Vani	0.3211	0.5412	61	342	959 m^2	Inan	796	cat, bird	276	-0.0046	boxing
4	575 kg	0.1408	rat	Tony	0.6495	0.7129	222	954	450 m^2	Vani	611	rabbit	742	0.7713	ice hockey
2	618 kg	-0.0793	chicken	Lise, Sam	0.7155	1.1682	868	101	1049 m^2	Chris	1062	RABBIT	279	0.3728	basketball
2	728 kg	0.0462	fish	Lise, Sam	0.8002	1.0548	620	490	867 m^2	Tony	986	dog	-116	0.1746	basketball
3	860 kg	0.9244	bird	Michael	0.1893	0.166	330	741	377 m^2	Eriq	-286	rabbit	704	0.9946	golf, tennis
4	610 kg	0.2372	ferret	Tony	0.8072	0.5807	127	815	458 m^2	Reilly	602	ferret	602	1.2393	ice hockey
4	654 kg	0.3908	ferret	Tony	0.941	0.4833	484	1031	476 m^2	Reilly	-101	ferret	403	0.7075	ice hockey, track & field
2	629 kg	0.1642	chicken	Lise, Sam	0.6251	1.2022	1123	430	809 m^2	Lise	1229	fish, chicken	122	0.5195	basketball
2	667 kg	0.1567	cat	Lise, Fabrice	0.7355	0.9836	912	253	651 m^2	Michael	995	dog	-99	0.2143	running
0	103 kg	0.2717	cat	Andrew	0.0679	0.6781	248	143	1005 m^2	Vani	819	bird	396	-0.1245	badminton
2	488 kg	0.24	fish	Lise	0.4868	0.935	1049	285	637 m^2	Chris	1034	dog, reptile	-86	0.3857	basketball
1	-142 kg	0.9591	pig	Chris	0.8444	-0.0282	-323	339	134 m^2	mICHAEL	664	rat	726	0.5746	soccer
2	427 kg	0.1181	chicken	Fabrice, Sam	0.4314	0.7478	1124	314	n/a	Chris	1039	chicken	87	0.525	running
0	157 kg	0.4891	Reptile	Reilly	0.2259	0.7461	59	94	891 m^2	Inan	819	hamster, guinea pig, cat, bird	387	0.2267	boxing
0	-42 kg	0.3314	reptile	Reilly, Andrew	0.8102	0.6488	159	365	1176 m^2	Inan	712	rabbit	140	0.4052	boxing
2	540 kg	0.1516	fish	Lise, Sam	0.4589	0.9951	891	90	1262 m^2	Fabrice	659	DOG	12	0.1566	running
1	241 kg	0.5476	bird	Michael	0.7109	-0.0016	38	464	84 m^2	Sam	793	rat	786	0.5875	soccer
3	953 kg	1.0022	bird	Tony	-0.0831	0.5904	716	825	-68 m^2	Eriq	-140	rabbit	456	0.745	volleyball, tennis
0	320 kg	0.8476	reptile	Reilly	0.3244	0.4568	187	N/A	899 m^2	Inan	748	rabbit	447	-0.1014	boxing, badminton
1	291 kg	0.3497	chicken	Chris	0.4618	-0.2501	257	454	261 m^2	Eriq	416	RAT	627	0.4619	soccer
4	676 kg	0.2768	rat	Eriq	0.7291	0.554	207	1136	665 m^2	Reilly	-2	fish, reptile, dog	500	0.7214	track & field, ice hockey
3	1172 kg	0.7051	RABBIT	Inan	-0.0454	0.1684	588	738	136 m^2	Eriq	9	rabbit	554	0.5201	tennis
3	813 kg	0.789	rabbit	Inan	0.3341	0.3007	753	782	190 m^2	Eriq	-191	rabbit	772	0.6369	volleyball, tennis
1	134 kg	n/a	guinea pig	Chris	0.9234	0.0892	255	472	3 m^2	Sam	244	rat	870	0.448	SOCCER
3	1025 kg	0.872	bird	Inan	-0.1662	0.2923	519	660	37 m^2	Eriq	-207	rabbit	656	0.7139	tennis, volleyball
1	-41 kg	0.828	pig	Chris	1.0972	-0.3784	115	545	493 m^2	Michael	294	rat	792	0.5004	motor sports
2	631 kg	0.14	chicken	Lise	0.6816	0.7986	802	204	876 m^2	Chris	821	Chicken, Reptile	32	0.3397	running
1	85 kg	0.3771	pig	Chris	1.0552	0.005	161	154	N/A	Sam	425	rat	721	0.7201	motor sports
4	971 kg	0.0416	dog	Tony	0.9159	0.5334	333	794	678 m^2	Andrew	725	ferret	504	0.6672	track & field
2	644 kg	0.2194	chicken	Fabrice, Lise	0.5843	0.7916	922	None	728 m^2	Chris	754	chicken	253	0.2647	basketball
0	584 kg	0.1408	cat	Vani	0.3977	0.6866	-13	325	950 m^2	Inan	636	bird	439	-0.0239	boxing
4	1008 kg	0.0833	rat	Eriq	0.6773	0.4989	306	803	423 m^2	Andrew	366	ferret	615	0.8668	track & field, football
3	1106 kg	1.0538	RABBIT	Inan	0.0542	0.4799	693	369	277 m^2	Eriq	157	rabbit	631	0.9243	golf, tennis
1	174 kg	0.5602	PIG	Chris	0.8694	-0.1762	-106	559	471 m^2	Michael	738	rabbit	936	0.2594	motor sports
1	24 kg	0.8325	GUINEA PIG	Chris	0.7845	0.2316	25	252	-104 m^2	Michael	478	rat	971	0.5039	soccer
4	718 kg	0.1305	ferret	Tony	0.9006	0.4	395	991	501 m^2	Andrew	-86	ferret	481	1.0622	track & field, football
1	498 kg	1.0161	pig	Chris	0.8888	0.2873	107	524	121 m^2	Michael	408	rat	897	0.2737	motor sports
1	-195 kg	0.7791	pig	Chris	0.8703	0.2356	-43	642	204 m^2	Sam	517	rat	850	0.1412	soccer
1	156 kg	0.5998	guinea pig	Chris	0.6169	-0.0373	-48	544	349 m^2	Sam	706	rat	687	0.6756	soccer
1	-76 kg	0.8331	rat	Chris	0.6569	0.0523	-109	622	-223 m^2	Michael	564	rat	830	0.5574	motor sports
2	418 kg	0.2097	chicken	Sam, Fabrice	0.6109	0.9561	1364	-4	483 m^2	Chris	603	dog, reptile	125	0.2824	running
2	474 kg	-0.0107	fish	Fabrice, Sam	0.7777	1.3501	609	32	747 m^2	Tony	817	dog, fish, reptile	-45	0.0654	RUNNING
2	538 kg	-0.1499	fish	Sam	0.6732	0.8586	1123	92	710 m^2	Tony	971	CHICKEN, FISH, REPTILE	78	0.3083	RUNNING
3	1089 kg	1.111	rabbit	Michael	0.085	-0.051	325	494	494 m^2	Eriq	337	rabbit	600	0.5561	tennis, volleyball
4	746 kg	0.4417	dog	Lise, Fabrice	0.661	0.464	391	1211	562 m^2	Michael	-51	ferret	605	0.7684	ice hockey, football
4	564 kg	0.1743	rat	Tony	0.8765	0.7088	474	1083	608 m^2	Andrew	518	ferret	593	0.6081	track & field, football
3	879 kg	1.0197	chicken	Vani, Reilly	-0.0408	0.1585	545	786	147 m^2	Eriq	-258	rabbit	909	0.6504	golf
0	469 kg	0.4819	reptile	Vani, Andrew	0.3946	0.4833	302	402	809 m^2	Inan	969	cat, pig, guinea pig	338	-0.1552	baseball, boxing
0	22 kg	0.4126	CAT	Vani	0.5178	0.6949	466	96	872 m^2	Inan	1030	pig, hamster, guinea pig, cat	265	0.1626	boxing, baseball
1	226 kg	0.7601	pig	Chris	0.7773	-0.2928	128	355	55 m^2	Sam	366	rat	757	0.2709	motor sports
3	1081 kg	0.8073	rabbit	Inan	0.2219	0.3818	845	468	278 m^2	Eriq	347	rabbit	607	0.7245	golf, tennis
2	874 kg	-0.0956	chicken	Lise, Fabrice	0.4889	1.2168	828	320	768 m^2	Chris	783	fish, reptile	7	0.1278	ice hockey
4	470 kg	0.0718	rat	eRIQ	0.6672	0.7563	394	1103	752 m^2	Tony	42	ferret	523	1.1503	track & field
2	448 kg	0.1724	fish	Lise	0.5157	0.9385	694	-43	785 m^2	Chris	1055	dog, reptile, chicken	-56	0.38	basketball
4	841 kg	0.2954	ferret	Tony	0.6229	0.5089	471	1312	546 m^2	Reilly	150	FERRET	473	1.1448	ice hockey, track & field
2	604 kg	0.2536	fish	Sam, Fabrice	0.4415	1.0522	890	179	739 m^2	Chris	902	rabbit	231	0.354	basketball
0	484 kg	0.5393	cat	Tony	0.1987	0.6863	490	67	864 m^2	Inan	830	cat	454	0.1577	basketball
1	225 kg	0.6194	guinea pig	Chris	1.0296	-0.259	267	421	9 m^2	Reilly	343	rat	732	0.41	soccer
3	845 kg	0.9203	bird	Inan	0.0958	0.1908	640	809	133 m^2	Eriq	19	rabbit	560	1.0004	tennis
3	729 kg	0.8618	bird	Michael	0.0113	0.2223	575		270 m^2	Eriq	54	rabbit	600	None	tennis, volleyball
1	-96 kg	0.9012	pig	Chris	0.7881	0.287	372	269	7 m^2	Sam	595	rat	952	0.4627	soccer
1	31 kg	0.8272	GUINEA PIG	Chris	1.0086	-0.1626	50	316	120 m^2	Michael	497	rat	956	0.5807	soccer
0	88 kg	0.7434	cat	Vani, Reilly	0.0577	0.0104	249	612	1395 m^2	Inan	1004	pig, bird, guinea pig	416	0.145	badminton
0	310 kg	0.6579	cat	Andrew	0.0669	0.3649	596	190	1124 m^2	Inan	688	hamster	368	0.1792	boxing, badminton
2	598 kg	-0.1496	chicken	Lise	0.8413	0.9434	1144	57	635 m^2	Tony	851	dog, fish	258	-0.1362	basketball
4	628 kg	0.1173	dog	Lise, Fabrice	0.6107	0.8103	369	1247	408 m^2	Reilly	202	ferret	360	0.4612	ice hockey
3	958 kg	0.8509	rabbit	Michael	0.2118	0.3085	506	806	545 m^2	ERIQ	454	rabbit	458	0.6072	golf, tennis
2	496 kg	-0.069	fish	Michael	0.4645	0.9881	617	120	?	Tony	450	hamster, cat, bird	297	-0.0248	running
3	1182 kg	0.8495	rabbit	Michael	0.1742	0.1689	979	632	364 m^2	Eriq	-89	reptile, chicken	586	0.7314	tennis
3	1131 kg	0.8914	rabbit	INAN	-0.1919	-0.0443	688	975	-160 m^2	Eriq	312	rabbit	507	0.9786	tennis, volleyball
3	715 kg	1.0264	hamster	Inan	-0.1906	-0.115	566	855	420 m^2	Eriq	22	rabbit	664	0.547	volleyball
4	248 kg	0.2868	ferret	Lise, Sam	0.9013	0.7085	563	956	687 m^2	Vani	74	N/A	679	0.8772	track & field, ice hockey
2	464 kg	-0.1136	chicken	Sam	0.9392	1.2117	960	421	763 m^2	Chris	714	fish	88	0.3291	basketball
1	117 kg	0.8948	pig	Chris	0.8836	-0.3856	232	739	-40 m^2	Sam	320	rat	1042	0.6281	soccer
2	654 kg	0.4351	CHICKEN	Sam	0.7119	0.727	973	252	752 m^2	Fabrice	917	fish, dog	-172	0.2045	basketball
0	176 kg	0.5544	reptile	Andrew, Reilly	0.24	0.6958	169	182	1255 m^2	Inan	758	dog	435	0.1811	boxing
2	909 kg	0.2808	chicken	Chris	0.4749	0.7731	742	-52	728 m^2	Tony	1140	reptile	48	0.3617	running
4	680 kg	0.1239	?	Tony	0.4432	0.7275	581	738	729 m^2	Vani	366	ferret	666	1.2005	track & field
3	639 kg	0.7003	rabbit	Michael	0.3408	-0.0129	701	712	435 m^2	Eriq	-251	rabbit	713	0.4466	tennis, golf
4	794 kg	0.0737	rat	Eriq	0.435	0.5927	587	1109	543 m^2	Reilly	-227	ferret	480	1.1551	football, track & field
0	372 kg	0.7327	hamster	Andrew, Vani	0.5747	0.2947	533	70	836 m^2	Inan	751	cat, pig	479	-0.091	badminton
3	1282 kg	0.7936	bird	Michael	0.0346	0.4338	488	558	393 m^2	Eriq	-51	rabbit	523	0.7731	volleyball
3	1126 kg	0.8916	cat	Michael	-0.0772	0.05	575	947	728 m^2	Eriq	414	rabbit	551	0.6149	volleyball, golf
2	434 kg	-0.0743	chicken	Lise, Fabrice	0.3678	0.7085	541	270	638 m^2	Chris	n/a	chicken, reptile, dog	101	0.3931	Basketball
3	1047 kg	0.9493	rabbit	Michael	-0.1691	0.2533	562	667	18 m^2	Eriq	-49	rabbit	606	0.6144	tennis
1	387 kg	0.7125	pig	Chris	1.2533	-0.1121	-58	796	129 m^2	Sam	375	rat	821	0.6736	soccer
1	63 kg	0.6359	guinea pig	Chris	0.7047	-0.022	16	462	-204 m^2	Sam	499	rat	871	0.4256	soccer
